,date,offense,latitude,longitude
4166,10/16/2021,Assault Offenses,Not Available,Not Available
4167,10/15/2021,Assault Offenses,Not Available,Not Available
4168,10/16/2021,Assault Offenses,Not Available,Not Available
4169,10/17/2021,Assault Offenses,Not Available,Not Available
4170,10/12/2021,Robbery,Not Available,Not Available
4171,10/17/2021,Assault Offenses,Not Available,Not Available
4172,10/17/2021,Assault Offenses,Not Available,Not Available
4173,10/13/2021,Assault Offenses,Not Available,Not Available
4174,10/13/2021,Vandalism,Not Available,Not Available
4175,10/14/2021,Assault Offenses,Not Available,Not Available
4176,10/17/2021,Assault Offenses,Not Available,Not Available
4177,10/18/2021,Sex Offenses,Not Available,Not Available
4178,10/17/2021,Assault Offenses,Not Available,Not Available
4179,10/17/2021,Vandalism,Not Available,Not Available
4180,10/18/2021,Assault Offenses,Not Available,Not Available
4181,10/17/2021,Vandalism,Not Available,Not Available
4182,10/18/2021,Assault Offenses,Not Available,Not Available
4183,10/18/2021,Assault Offenses,Not Available,Not Available
4184,10/17/2021,Assault Offenses,Not Available,Not Available
4185,10/18/2021,Robbery,Not Available,Not Available
4186,10/19/2021,Assault Offenses,Not Available,Not Available
4187,10/19/2021,Assault Offenses,Not Available,Not Available
4188,10/19/2021,Assault Offenses,Not Available,Not Available
4189,10/20/2021,Assault Offenses,Not Available,Not Available
4190,10/20/2021,Assault Offenses,Not Available,Not Available
4191,10/19/2021,Robbery,Not Available,Not Available
4192,10/20/2021,Assault Offenses,Not Available,Not Available
4193,10/20/2021,Assault Offenses,Not Available,Not Available
4194,10/17/2021,Human Trafficking Offenses,Not Available,Not Available
4195,10/17/2021,Sex Offenses,Not Available,Not Available
4196,10/19/2021,Sex Offenses,Not Available,Not Available
4197,10/19/2021,Assault Offenses,Not Available,Not Available
4198,10/19/2021,Assault Offenses,Not Available,Not Available
4199,10/19/2021,Vandalism,Not Available,Not Available
4200,10/19/2021,Assault Offenses,Not Available,Not Available
4201,10/19/2021,Vandalism,Not Available,Not Available
4202,10/16/2021,Assault Offenses,Not Available,Not Available
4203,10/16/2021,Assault Offenses,Not Available,Not Available
4204,10/16/2021,Assault Offenses,Not Available,Not Available
4205,10/17/2021,Assault Offenses,Not Available,Not Available
4206,10/18/2021,Assault Offenses,Not Available,Not Available
4207,10/19/2021,Assault Offenses,Not Available,Not Available
4208,10/19/2021,Larceny Offenses,Not Available,Not Available
4209,10/16/2021,Assault Offenses,Not Available,Not Available
4210,10/20/2021,Assault Offenses,Not Available,Not Available
4211,10/21/2021,Assault Offenses,Not Available,Not Available
4212,10/21/2021,Assault Offenses,Not Available,Not Available
4213,10/21/2021,Assault Offenses,Not Available,Not Available
4214,10/21/2021,Vandalism,Not Available,Not Available
4215,10/21/2021,Vandalism,Not Available,Not Available
4216,10/20/2021,Assault Offenses,Not Available,Not Available
4217,10/15/2021,Vandalism,Not Available,Not Available
4218,10/21/2021,Assault Offenses,Not Available,Not Available
4219,10/15/2021,Sex Offenses,Not Available,Not Available
4220,10/15/2021,Pornography/Obscene Material,Not Available,Not Available
4221,10/21/2021,Assault Offenses,Not Available,Not Available
4222,10/21/2021,Assault Offenses,Not Available,Not Available
4223,10/21/2021,Vandalism,Not Available,Not Available
4224,10/21/2021,Assault Offenses,Not Available,Not Available
4225,10/21/2021,Assault Offenses,Not Available,Not Available
4226,10/21/2021,Assault Offenses,Not Available,Not Available
4227,10/21/2021,Motor Vehicle Theft,Not Available,Not Available
4228,1/1/2021,Weapon Law Violations,Not Available,Not Available
4229,10/22/2021,Assault Offenses,Not Available,Not Available
4230,10/22/2021,Assault Offenses,Not Available,Not Available
4231,10/22/2021,Weapon Law Violations,Not Available,Not Available
4232,10/22/2021,Assault Offenses,Not Available,Not Available
4233,10/22/2021,Weapon Law Violations,Not Available,Not Available
4234,10/21/2021,Assault Offenses,Not Available,Not Available
4235,10/22/2021,Assault Offenses,Not Available,Not Available
4236,10/15/2021,Assault Offenses,Not Available,Not Available
4237,10/21/2021,Assault Offenses,Not Available,Not Available
4238,10/22/2021,Assault Offenses,Not Available,Not Available
4239,10/22/2021,Larceny Offenses,Not Available,Not Available
4240,10/22/2021,Assault Offenses,Not Available,Not Available
4241,10/22/2021,Assault Offenses,Not Available,Not Available
4242,10/22/2021,Assault Offenses,Not Available,Not Available
4243,10/22/2021,Human Trafficking Offenses,Not Available,Not Available
4244,10/22/2021,Assault Offenses,Not Available,Not Available
4245,10/17/2021,Assault Offenses,Not Available,Not Available
4246,10/17/2021,Assault Offenses,Not Available,Not Available
4247,10/17/2021,Assault Offenses,Not Available,Not Available
4248,10/22/2021,Assault Offenses,Not Available,Not Available
4249,10/22/2021,Assault Offenses,Not Available,Not Available
4250,10/22/2021,Assault Offenses,Not Available,Not Available
4251,10/22/2021,Assault Offenses,Not Available,Not Available
4252,10/17/2021,Robbery,Not Available,Not Available
4253,10/19/2021,Sex Offenses,Not Available,Not Available
4254,10/19/2021,Burglary,Not Available,Not Available
4255,10/22/2021,Assault Offenses,Not Available,Not Available
4256,10/22/2021,Weapon Law Violations,Not Available,Not Available
4257,10/22/2021,Assault Offenses,Not Available,Not Available
4258,10/22/2021,Assault Offenses,Not Available,Not Available
4259,10/23/2021,Assault Offenses,Not Available,Not Available
4260,10/23/2021,Assault Offenses,Not Available,Not Available
4261,10/23/2021,Assault Offenses,Not Available,Not Available
4262,10/23/2021,Assault Offenses,Not Available,Not Available
4263,10/23/2021,Assault Offenses,Not Available,Not Available
4264,10/22/2021,Assault Offenses,Not Available,Not Available
4265,10/23/2021,Assault Offenses,Not Available,Not Available
4266,10/19/2021,Assault Offenses,Not Available,Not Available
4267,10/23/2021,Assault Offenses,Not Available,Not Available
4268,10/23/2021,Assault Offenses,Not Available,Not Available
4269,10/23/2021,Assault Offenses,Not Available,Not Available
4270,10/20/2021,Sex Offenses,Not Available,Not Available
4271,10/21/2021,Sex Offenses,Not Available,Not Available
4272,10/22/2021,Assault Offenses,Not Available,Not Available
4273,10/23/2021,Sex Offenses,Not Available,Not Available
4274,10/23/2021,Sex Offenses,Not Available,Not Available
4275,10/22/2021,Assault Offenses,Not Available,Not Available
4276,10/22/2021,Assault Offenses,Not Available,Not Available
4277,10/24/2021,Assault Offenses,Not Available,Not Available
4278,10/24/2021,Assault Offenses,Not Available,Not Available
4279,10/24/2021,Assault Offenses,Not Available,Not Available
4280,10/23/2021,Assault Offenses,Not Available,Not Available
4281,10/24/2021,Assault Offenses,Not Available,Not Available
4282,10/24/2021,Assault Offenses,Not Available,Not Available
4283,10/24/2021,Assault Offenses,Not Available,Not Available
4284,10/24/2021,Assault Offenses,Not Available,Not Available
4285,10/24/2021,Assault Offenses,Not Available,Not Available
4286,10/23/2021,Sex Offenses,Not Available,Not Available
4287,10/24/2021,Burglary,Not Available,Not Available
4288,10/15/2021,Vandalism,Not Available,Not Available
4289,10/24/2021,Assault Offenses,Not Available,Not Available
4290,10/24/2021,Vandalism,Not Available,Not Available
4291,10/24/2021,Homicide Offenses,Not Available,Not Available
4292,10/24/2021,Assault Offenses,Not Available,Not Available
4293,10/24/2021,Sex Offenses,Not Available,Not Available
4294,10/24/2021,Sex Offenses,Not Available,Not Available
4295,10/25/2021,Assault Offenses,Not Available,Not Available
4296,10/25/2021,Assault Offenses,Not Available,Not Available
4297,10/25/2021,Assault Offenses,Not Available,Not Available
4298,10/25/2021,Assault Offenses,Not Available,Not Available
4299,10/25/2021,Larceny Offenses,Not Available,Not Available
4300,10/25/2021,Assault Offenses,Not Available,Not Available
4301,10/26/2021,Assault Offenses,Not Available,Not Available
4302,10/26/2021,Sex Offenses,Not Available,Not Available
4303,10/25/2021,Larceny Offenses,Not Available,Not Available
4304,10/25/2021,Assault Offenses,Not Available,Not Available
4305,10/26/2021,Assault Offenses,Not Available,Not Available
4306,10/26/2021,Homicide Offenses,Not Available,Not Available
4307,10/26/2021,Assault Offenses,Not Available,Not Available
4308,10/26/2021,Assault Offenses,Not Available,Not Available
4309,10/27/2021,Assault Offenses,Not Available,Not Available
4310,10/27/2021,Drug/Narcotic Offenses,Not Available,Not Available
4311,10/27/2021,Assault Offenses,Not Available,Not Available
4312,10/27/2021,Assault Offenses,Not Available,Not Available
4313,10/25/2021,Sex Offenses,Not Available,Not Available
4314,10/26/2021,Assault Offenses,Not Available,Not Available
4315,10/27/2021,Robbery,Not Available,Not Available
4316,10/27/2021,Assault Offenses,Not Available,Not Available
4317,10/27/2021,Sex Offenses,Not Available,Not Available
4318,10/27/2021,Assault Offenses,Not Available,Not Available
4319,10/27/2021,Assault Offenses,Not Available,Not Available
4320,10/26/2021,Burglary,Not Available,Not Available
4321,10/27/2021,Burglary,Not Available,Not Available
4322,10/27/2021,Assault Offenses,Not Available,Not Available
4323,10/27/2021,Assault Offenses,Not Available,Not Available
4324,10/28/2021,Assault Offenses,Not Available,Not Available
4325,10/27/2021,Assault Offenses,Not Available,Not Available
4326,10/28/2021,Vandalism,Not Available,Not Available
4327,10/27/2021,Robbery,Not Available,Not Available
4328,10/28/2021,Assault Offenses,Not Available,Not Available
4329,10/24/2021,Assault Offenses,Not Available,Not Available
4330,10/25/2021,Sex Offenses,Not Available,Not Available
4331,10/25/2021,Sex Offenses,Not Available,Not Available
4332,10/25/2021,Sex Offenses,Not Available,Not Available
4333,10/25/2021,Sex Offenses,Not Available,Not Available
4334,10/28/2021,Assault Offenses,Not Available,Not Available
4335,10/28/2021,Motor Vehicle Theft,Not Available,Not Available
4336,10/29/2021,Assault Offenses,Not Available,Not Available
4337,10/29/2021,Assault Offenses,Not Available,Not Available
4338,10/29/2021,Assault Offenses,Not Available,Not Available
4339,10/25/2021,Sex Offenses,Not Available,Not Available
4340,10/27/2021,Assault Offenses,Not Available,Not Available
4341,10/29/2021,Assault Offenses,Not Available,Not Available
4342,10/29/2021,Assault Offenses,Not Available,Not Available
4343,10/29/2021,Assault Offenses,Not Available,Not Available
4344,10/29/2021,Assault Offenses,Not Available,Not Available
4345,10/29/2021,Assault Offenses,Not Available,Not Available
4346,10/29/2021,Vandalism,Not Available,Not Available
4347,10/26/2021,Assault Offenses,Not Available,Not Available
4348,10/29/2021,Assault Offenses,Not Available,Not Available
4349,10/29/2021,Assault Offenses,Not Available,Not Available
4350,10/29/2021,Assault Offenses,Not Available,Not Available
4351,10/27/2021,Assault Offenses,Not Available,Not Available
4352,10/29/2021,Assault Offenses,Not Available,Not Available
4353,10/29/2021,Assault Offenses,Not Available,Not Available
4354,10/30/2021,Assault Offenses,Not Available,Not Available
4355,10/30/2021,Assault Offenses,Not Available,Not Available
4356,10/30/2021,Vandalism,Not Available,Not Available
4357,10/29/2021,Assault Offenses,Not Available,Not Available
4358,10/30/2021,Assault Offenses,Not Available,Not Available
4359,10/30/2021,Assault Offenses,Not Available,Not Available
4360,10/30/2021,Assault Offenses,Not Available,Not Available
4361,10/30/2021,Assault Offenses,Not Available,Not Available
4362,10/30/2021,Assault Offenses,Not Available,Not Available
4363,10/31/2021,Assault Offenses,Not Available,Not Available
4364,10/30/2021,Assault Offenses,Not Available,Not Available
4365,10/28/2021,Sex Offenses,Not Available,Not Available
4366,10/28/2021,Sex Offenses,Not Available,Not Available
4367,10/28/2021,Fraud Offenses,Not Available,Not Available
4368,10/29/2021,Sex Offenses,Not Available,Not Available
4369,10/30/2021,Sex Offenses,Not Available,Not Available
4370,10/30/2021,Sex Offenses,Not Available,Not Available
4371,10/20/2021,Larceny Offenses,Not Available,Not Available
4372,10/31/2021,Assault Offenses,Not Available,Not Available
4373,10/28/2021,Sex Offenses,Not Available,Not Available
4374,10/31/2021,Assault Offenses,Not Available,Not Available
4375,10/31/2021,Sex Offenses,Not Available,Not Available
4376,10/31/2021,Assault Offenses,Not Available,Not Available
4377,10/31/2021,Assault Offenses,Not Available,Not Available
4378,11/1/2021,Assault Offenses,Not Available,Not Available
4379,10/30/2021,Assault Offenses,Not Available,Not Available
4380,10/31/2021,Vandalism,Not Available,Not Available
4381,10/31/2021,Assault Offenses,Not Available,Not Available
4382,10/31/2021,Assault Offenses,Not Available,Not Available
4383,10/31/2021,Extortion/Blackmail,Not Available,Not Available
4384,10/31/2021,Assault Offenses,Not Available,Not Available
4385,10/31/2021,Homicide Offenses,Not Available,Not Available
4386,10/31/2021,Kidnapping/Abduction,Not Available,Not Available
4387,10/31/2021,Weapon Law Violations,Not Available,Not Available
4388,11/1/2021,Assault Offenses,Not Available,Not Available
4389,11/1/2021,Assault Offenses,Not Available,Not Available
4390,11/1/2021,Burglary,Not Available,Not Available
4391,11/1/2021,Vandalism,Not Available,Not Available
4392,10/26/2021,Assault Offenses,Not Available,Not Available
4393,11/1/2021,Assault Offenses,Not Available,Not Available
4394,11/1/2021,Assault Offenses,Not Available,Not Available
4395,10/25/2021,Sex Offenses,Not Available,Not Available
4396,11/2/2021,Assault Offenses,Not Available,Not Available
4397,11/2/2021,Assault Offenses,Not Available,Not Available
4398,11/2/2021,Assault Offenses,Not Available,Not Available
4399,11/2/2021,Assault Offenses,Not Available,Not Available
4400,11/2/2021,Assault Offenses,Not Available,Not Available
4401,11/2/2021,Assault Offenses,Not Available,Not Available
4402,11/3/2021,Assault Offenses,Not Available,Not Available
4403,11/3/2021,Kidnapping/Abduction,Not Available,Not Available
4404,11/2/2021,Larceny Offenses,Not Available,Not Available
4405,11/2/2021,Assault Offenses,Not Available,Not Available
4406,11/2/2021,Larceny Offenses,Not Available,Not Available
4407,11/2/2021,Vandalism,Not Available,Not Available
4408,11/3/2021,Assault Offenses,Not Available,Not Available
4409,11/3/2021,Robbery,Not Available,Not Available
4410,11/3/2021,Assault Offenses,Not Available,Not Available
4411,11/3/2021,Motor Vehicle Theft,Not Available,Not Available
4412,11/3/2021,Assault Offenses,Not Available,Not Available
4413,10/30/2021,Vandalism,Not Available,Not Available
4414,11/2/2021,Assault Offenses,Not Available,Not Available
4415,11/2/2021,Assault Offenses,Not Available,Not Available
4416,11/3/2021,Assault Offenses,Not Available,Not Available
4417,11/3/2021,Assault Offenses,Not Available,Not Available
4418,11/3/2021,Assault Offenses,Not Available,Not Available
4419,10/31/2021,Sex Offenses,Not Available,Not Available
4420,11/3/2021,Assault Offenses,Not Available,Not Available
4421,11/4/2021,Assault Offenses,Not Available,Not Available
4422,11/3/2021,Assault Offenses,Not Available,Not Available
4423,11/3/2021,Pornography/Obscene Material,Not Available,Not Available
4424,11/3/2021,Assault Offenses,Not Available,Not Available
4425,11/4/2021,Motor Vehicle Theft,Not Available,Not Available
4426,10/31/2021,Robbery,Not Available,Not Available
4427,11/2/2021,Assault Offenses,Not Available,Not Available
4428,10/31/2021,Sex Offenses,Not Available,Not Available
4429,11/2/2021,Assault Offenses,Not Available,Not Available
4430,11/4/2021,Assault Offenses,Not Available,Not Available
4431,11/4/2021,Assault Offenses,Not Available,Not Available
4432,11/1/2021,Sex Offenses,Not Available,Not Available
4433,11/5/2021,Assault Offenses,Not Available,Not Available
4434,11/5/2021,Assault Offenses,Not Available,Not Available
4435,11/5/2021,Assault Offenses,Not Available,Not Available
4436,11/5/2021,Assault Offenses,Not Available,Not Available
4437,11/2/2021,Sex Offenses,Not Available,Not Available
4438,11/2/2021,Assault Offenses,Not Available,Not Available
4439,11/2/2021,Assault Offenses,Not Available,Not Available
4440,11/4/2021,Assault Offenses,Not Available,Not Available
4441,10/11/2021,Human Trafficking Offenses,Not Available,Not Available
4442,11/5/2021,Assault Offenses,Not Available,Not Available
4443,11/5/2021,Arson,Not Available,Not Available
4444,11/5/2021,Assault Offenses,Not Available,Not Available
4445,11/5/2021,Larceny Offenses,Not Available,Not Available
4446,11/1/2021,Sex Offenses,Not Available,Not Available
4447,11/6/2021,Assault Offenses,Not Available,Not Available
4448,11/4/2021,Assault Offenses,Not Available,Not Available
4449,3/26/2021,Assault Offenses,Not Available,Not Available
4450,11/6/2021,Assault Offenses,Not Available,Not Available
4451,11/6/2021,Assault Offenses,Not Available,Not Available
4452,11/5/2021,Assault Offenses,Not Available,Not Available
4453,11/6/2021,Assault Offenses,Not Available,Not Available
4454,11/6/2021,Assault Offenses,Not Available,Not Available
4455,11/6/2021,Assault Offenses,Not Available,Not Available
4456,11/6/2021,Assault Offenses,Not Available,Not Available
4457,11/3/2021,Sex Offenses,Not Available,Not Available
4458,11/7/2021,Assault Offenses,Not Available,Not Available
4459,11/6/2021,Assault Offenses,Not Available,Not Available
4460,11/4/2021,Sex Offenses,Not Available,Not Available
4461,11/4/2021,Sex Offenses,Not Available,Not Available
4462,11/6/2021,Sex Offenses,Not Available,Not Available
4463,11/7/2021,Sex Offenses,Not Available,Not Available
4464,11/3/2021,Sex Offenses,Not Available,Not Available
4465,11/6/2021,Assault Offenses,Not Available,Not Available
4466,11/7/2021,Assault Offenses,Not Available,Not Available
4467,11/6/2021,Homicide Offenses,Not Available,Not Available
4468,11/4/2021,Kidnapping/Abduction,Not Available,Not Available
4469,11/4/2021,Assault Offenses,Not Available,Not Available
4470,11/5/2021,Assault Offenses,Not Available,Not Available
4471,11/7/2021,Assault Offenses,Not Available,Not Available
4472,11/7/2021,Assault Offenses,Not Available,Not Available
4473,11/7/2021,Sex Offenses,Not Available,Not Available
4474,11/6/2021,Sex Offenses,Not Available,Not Available
4475,11/7/2021,Assault Offenses,Not Available,Not Available
4476,11/7/2021,Assault Offenses,Not Available,Not Available
4477,11/7/2021,Assault Offenses,Not Available,Not Available
4478,11/4/2021,Assault Offenses,Not Available,Not Available
4479,11/8/2021,Assault Offenses,Not Available,Not Available
4480,11/7/2021,Assault Offenses,Not Available,Not Available
4481,11/7/2021,Assault Offenses,Not Available,Not Available
4482,11/7/2021,Assault Offenses,Not Available,Not Available
4483,11/8/2021,Sex Offenses,Not Available,Not Available
4484,11/8/2021,Assault Offenses,Not Available,Not Available
4485,10/13/2021,Sex Offenses,Not Available,Not Available
4486,11/7/2021,Assault Offenses,Not Available,Not Available
4487,11/8/2021,Assault Offenses,Not Available,Not Available
4488,11/8/2021,Assault Offenses,Not Available,Not Available
4489,11/8/2021,Assault Offenses,Not Available,Not Available
4490,11/2/2021,Sex Offenses,Not Available,Not Available
4491,11/8/2021,Assault Offenses,Not Available,Not Available
4492,11/8/2021,Weapon Law Violations,Not Available,Not Available
4493,11/8/2021,Assault Offenses,Not Available,Not Available
4494,11/8/2021,Assault Offenses,Not Available,Not Available
4495,11/8/2021,Motor Vehicle Theft,Not Available,Not Available
4496,11/8/2021,Motor Vehicle Theft,Not Available,Not Available
4497,11/9/2021,Assault Offenses,Not Available,Not Available
4498,11/9/2021,Assault Offenses,Not Available,Not Available
4499,11/9/2021,Weapon Law Violations,Not Available,Not Available
4500,11/8/2021,Assault Offenses,Not Available,Not Available
4501,11/9/2021,Assault Offenses,Not Available,Not Available
4502,11/9/2021,Assault Offenses,Not Available,Not Available
4503,11/9/2021,Assault Offenses,Not Available,Not Available
4504,11/9/2021,Assault Offenses,Not Available,Not Available
4505,11/9/2021,Counterfeiting/Forgery,Not Available,Not Available
4506,11/9/2021,Fraud Offenses,Not Available,Not Available
4507,11/10/2021,Assault Offenses,Not Available,Not Available
4508,11/9/2021,Assault Offenses,Not Available,Not Available
4509,11/7/2021,Assault Offenses,Not Available,Not Available
4510,11/7/2021,Vandalism,Not Available,Not Available
4511,11/9/2021,Assault Offenses,Not Available,Not Available
4512,11/8/2021,Assault Offenses,Not Available,Not Available
4513,11/9/2021,Assault Offenses,Not Available,Not Available
4514,11/10/2021,Assault Offenses,Not Available,Not Available
4515,11/10/2021,Assault Offenses,Not Available,Not Available
4516,11/10/2021,Assault Offenses,Not Available,Not Available
4517,11/10/2021,Larceny Offenses,Not Available,Not Available
4518,11/10/2021,Assault Offenses,Not Available,Not Available
4519,11/11/2021,Assault Offenses,Not Available,Not Available
4520,11/2/2021,Vandalism,Not Available,Not Available
4521,11/11/2021,Vandalism,Not Available,Not Available
4522,11/11/2021,Assault Offenses,Not Available,Not Available
4523,11/11/2021,Kidnapping/Abduction,Not Available,Not Available
4524,11/10/2021,Assault Offenses,Not Available,Not Available
4525,11/8/2021,Sex Offenses,Not Available,Not Available
4526,11/8/2021,Sex Offenses,Not Available,Not Available
4527,11/11/2021,Assault Offenses,Not Available,Not Available
4528,11/9/2021,Sex Offenses,Not Available,Not Available
4529,11/10/2021,Sex Offenses,Not Available,Not Available
4530,11/11/2021,Assault Offenses,Not Available,Not Available
4531,11/11/2021,Vandalism,Not Available,Not Available
4532,11/11/2021,Assault Offenses,Not Available,Not Available
4533,11/11/2021,Sex Offenses,Not Available,Not Available
4534,11/11/2021,Assault Offenses,Not Available,Not Available
4535,11/2/2021,Assault Offenses,Not Available,Not Available
4536,11/11/2021,Assault Offenses,Not Available,Not Available
4537,11/11/2021,Assault Offenses,Not Available,Not Available
4538,11/12/2021,Assault Offenses,Not Available,Not Available
4539,11/11/2021,Assault Offenses,Not Available,Not Available
4540,11/12/2021,Assault Offenses,Not Available,Not Available
4541,11/12/2021,Assault Offenses,Not Available,Not Available
4542,11/12/2021,Assault Offenses,Not Available,Not Available
4543,11/12/2021,Assault Offenses,Not Available,Not Available
4544,11/12/2021,Assault Offenses,Not Available,Not Available
4545,11/13/2021,Assault Offenses,Not Available,Not Available
4546,11/13/2021,Sex Offenses,Not Available,Not Available
4547,11/13/2021,Assault Offenses,Not Available,Not Available
4548,11/13/2021,Assault Offenses,Not Available,Not Available
4549,11/13/2021,Assault Offenses,Not Available,Not Available
4550,11/13/2021,Assault Offenses,Not Available,Not Available
4551,11/13/2021,Assault Offenses,Not Available,Not Available
4552,11/13/2021,Assault Offenses,Not Available,Not Available
4553,11/13/2021,Assault Offenses,Not Available,Not Available
4554,11/13/2021,Vandalism,Not Available,Not Available
4555,11/13/2021,Assault Offenses,Not Available,Not Available
4556,11/14/2021,Assault Offenses,Not Available,Not Available
4557,11/13/2021,Assault Offenses,Not Available,Not Available
4558,11/13/2021,Weapon Law Violations,Not Available,Not Available
4559,11/14/2021,Assault Offenses,Not Available,Not Available
4560,11/7/2021,Assault Offenses,Not Available,Not Available
4561,11/13/2021,Assault Offenses,Not Available,Not Available
4562,11/14/2021,Assault Offenses,Not Available,Not Available
4563,11/14/2021,Assault Offenses,Not Available,Not Available
4564,11/14/2021,Assault Offenses,Not Available,Not Available
4565,11/14/2021,Assault Offenses,Not Available,Not Available
4566,10/31/2021,Larceny Offenses,Not Available,Not Available
4567,11/7/2021,Fraud Offenses,Not Available,Not Available
4568,11/7/2021,Larceny Offenses,Not Available,Not Available
4569,11/14/2021,Assault Offenses,Not Available,Not Available
4570,11/14/2021,Assault Offenses,Not Available,Not Available
4571,11/14/2021,Assault Offenses,Not Available,Not Available
4572,11/14/2021,Burglary,Not Available,Not Available
4573,11/15/2021,Arson,Not Available,Not Available
4574,11/15/2021,Assault Offenses,Not Available,Not Available
4575,11/11/2021,Assault Offenses,Not Available,Not Available
4576,11/14/2021,Assault Offenses,Not Available,Not Available
4577,10/27/2021,Sex Offenses,Not Available,Not Available
4578,11/7/2021,Vandalism,Not Available,Not Available
4579,11/16/2021,Assault Offenses,Not Available,Not Available
4580,11/15/2021,Assault Offenses,Not Available,Not Available
4581,11/15/2021,Vandalism,Not Available,Not Available
4582,11/16/2021,Assault Offenses,Not Available,Not Available
4583,11/16/2021,Assault Offenses,Not Available,Not Available
4584,11/16/2021,Vandalism,Not Available,Not Available
4585,11/8/2021,Assault Offenses,Not Available,Not Available
4586,11/8/2021,Assault Offenses,Not Available,Not Available
4587,11/4/2021,Assault Offenses,Not Available,Not Available
4588,11/8/2021,Fraud Offenses,Not Available,Not Available
4589,11/16/2021,Assault Offenses,Not Available,Not Available
4590,11/16/2021,Assault Offenses,Not Available,Not Available
4591,11/17/2021,Assault Offenses,Not Available,Not Available
4592,11/8/2021,Assault Offenses,Not Available,Not Available
4593,11/8/2021,Assault Offenses,Not Available,Not Available
4594,11/8/2021,Vandalism,Not Available,Not Available
4595,11/17/2021,Assault Offenses,Not Available,Not Available
4596,11/17/2021,Assault Offenses,Not Available,Not Available
4597,11/17/2021,Assault Offenses,Not Available,Not Available
4598,11/17/2021,Sex Offenses,Not Available,Not Available
4599,11/17/2021,Assault Offenses,Not Available,Not Available
4600,11/17/2021,Assault Offenses,Not Available,Not Available
4601,11/17/2021,Assault Offenses,Not Available,Not Available
4602,11/17/2021,Assault Offenses,Not Available,Not Available
4603,11/17/2021,Assault Offenses,Not Available,Not Available
4604,11/17/2021,Motor Vehicle Theft,Not Available,Not Available
4605,11/18/2021,Assault Offenses,Not Available,Not Available
4606,11/18/2021,Assault Offenses,Not Available,Not Available
4607,11/18/2021,Assault Offenses,Not Available,Not Available
4608,11/18/2021,Assault Offenses,Not Available,Not Available
4609,11/18/2021,Assault Offenses,Not Available,Not Available
4610,11/18/2021,Kidnapping/Abduction,Not Available,Not Available
4611,10/18/2021,Sex Offenses,Not Available,Not Available
4612,11/19/2021,Assault Offenses,Not Available,Not Available
4613,11/19/2021,Assault Offenses,Not Available,Not Available
4614,11/19/2021,Assault Offenses,Not Available,Not Available
4615,11/18/2021,Assault Offenses,Not Available,Not Available
4616,11/19/2021,Assault Offenses,Not Available,Not Available
4617,11/19/2021,Assault Offenses,Not Available,Not Available
4618,11/18/2021,Sex Offenses,Not Available,Not Available
4619,11/18/2021,Robbery,Not Available,Not Available
4620,11/18/2021,Sex Offenses,Not Available,Not Available
4621,11/18/2021,Sex Offenses,Not Available,Not Available
4622,11/20/2021,Assault Offenses,Not Available,Not Available
4623,11/20/2021,Assault Offenses,Not Available,Not Available
4624,11/20/2021,Assault Offenses,Not Available,Not Available
4625,11/20/2021,Assault Offenses,Not Available,Not Available
4626,11/20/2021,Assault Offenses,Not Available,Not Available
4627,11/21/2021,Assault Offenses,Not Available,Not Available
4628,11/20/2021,Assault Offenses,Not Available,Not Available
4629,11/17/2021,Sex Offenses,Not Available,Not Available
4630,11/8/2021,Larceny Offenses,Not Available,Not Available
4631,11/18/2021,Extortion/Blackmail,Not Available,Not Available
4632,11/21/2021,Assault Offenses,Not Available,Not Available
4633,11/20/2021,Assault Offenses,Not Available,Not Available
4634,11/21/2021,Assault Offenses,Not Available,Not Available
4635,11/17/2021,Assault Offenses,Not Available,Not Available
4636,11/21/2021,Assault Offenses,Not Available,Not Available
4637,11/20/2021,Assault Offenses,Not Available,Not Available
4638,11/20/2021,Assault Offenses,Not Available,Not Available
4639,11/21/2021,Sex Offenses,Not Available,Not Available
4640,11/21/2021,Assault Offenses,Not Available,Not Available
4641,11/15/2021,Fraud Offenses,Not Available,Not Available
4642,11/21/2021,Assault Offenses,Not Available,Not Available
4643,11/21/2021,Assault Offenses,Not Available,Not Available
4644,11/21/2021,Homicide Offenses,Not Available,Not Available
4645,11/21/2021,Kidnapping/Abduction,Not Available,Not Available
4646,11/21/2021,Weapon Law Violations,Not Available,Not Available
4647,11/21/2021,Assault Offenses,Not Available,Not Available
4648,11/19/2021,Sex Offenses,Not Available,Not Available
4649,11/22/2021,Assault Offenses,Not Available,Not Available
4650,11/22/2021,Assault Offenses,Not Available,Not Available
4651,11/9/2021,Larceny Offenses,Not Available,Not Available
4652,11/22/2021,Robbery,Not Available,Not Available
4653,11/22/2021,Assault Offenses,Not Available,Not Available
4654,11/22/2021,Assault Offenses,Not Available,Not Available
4655,11/22/2021,Robbery,Not Available,Not Available
4656,10/18/2021,Sex Offenses,Not Available,Not Available
4657,11/23/2021,Assault Offenses,Not Available,Not Available
4658,11/21/2021,Assault Offenses,Not Available,Not Available
4659,11/22/2021,Assault Offenses,Not Available,Not Available
4660,11/23/2021,Human Trafficking Offenses,Not Available,Not Available
4661,11/22/2021,Assault Offenses,Not Available,Not Available
4662,11/22/2021,Assault Offenses,Not Available,Not Available
4663,11/23/2021,Assault Offenses,Not Available,Not Available
