,date,offense,latitude,longitude
1486,2019-01-09T15:44:05.000,BURGLARY RESIDENTIAL,"{'latitude': '32.67881067726838', 'longitude': '-97.38139668932916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1487,2019-01-09T15:44:05.000,BURGLARY RESIDENTIAL,"{'latitude': '32.67881067726838', 'longitude': '-97.38139668932916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1488,2019-01-09T15:50:21.000,PUBLIC INTOXICATION,"{'latitude': '32.8859216030849', 'longitude': '-97.3014062102972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18
1489,2019-01-09T16:00:00.000,HARASS,"{'latitude': '32.87789585947633', 'longitude': '-97.28954926270922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24
1490,2019-01-09T16:30:00.000,THEFT,"{'latitude': '32.74321674411901', 'longitude': '-97.4392389198384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",55
1491,2019-01-09T16:30:14.000,ROBBERY INVASION,"{'latitude': '32.853493007467414', 'longitude': '-97.33074140711737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1492,2019-01-09T16:32:21.000,PENAL CODE,"{'latitude': '32.820826709317046', 'longitude': '-97.33726249820583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13
1493,2019-01-09T16:34:22.000,AUTO THEFT,"{'latitude': '32.6274477509674', 'longitude': '-97.31960623757357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18
1494,2019-01-09T16:38:04.000,ROBBERY PERSON,"{'latitude': '32.695496835631445', 'longitude': '-97.2629112982952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13
1495,2019-01-09T16:38:04.000,ROBBERY PERSON,"{'latitude': '32.695496835631445', 'longitude': '-97.2629112982952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13
1496,2019-01-09T16:43:00.000,THEFT,"{'latitude': '32.7511012308335', 'longitude': '-97.35079117321776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12
1497,2019-01-09T17:00:00.000,THEFT,"{'latitude': '32.75375018882211', 'longitude': '-97.36114444076104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6
1498,2019-01-09T17:00:00.000,BURGLARY RESIDENTIAL,"{'latitude': '32.71406746196188', 'longitude': '-97.32916292076932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1499,2019-01-09T17:01:00.000,CRIMINAL MISCHIEF,"{'latitude': '32.62695890022454', 'longitude': '-97.36922657893251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1500,2019-01-09T17:02:47.000,CRIMINAL MISCHIEF,"{'latitude': '32.799761841211684', 'longitude': '-97.32913433480978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1501,2019-01-09T17:16:00.000,HARASS,"{'latitude': '32.71487469860845', 'longitude': '-97.30204643099125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1502,2019-01-09T17:19:00.000,BURGLARY COMMERCIAL,"{'latitude': '32.77090581816378', 'longitude': '-97.3822744333603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1503,2019-01-09T17:30:00.000,PENAL CODE,"{'latitude': '32.73604597032846', 'longitude': '-97.28703997850477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8
1504,2019-01-09T17:35:07.000,BURGLARY RESIDENTIAL,"{'latitude': '32.66297736459216', 'longitude': '-97.36393214945733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1505,2019-01-09T17:51:52.000,ASSAULT,"{'latitude': '32.632976009493774', 'longitude': '-97.36784266403858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1506,2019-01-09T18:00:00.000,PENAL CODE,"{'latitude': '32.822430477413725', 'longitude': '-97.40670257441333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44
1507,2019-01-09T18:00:00.000,CRIMINAL MISCHIEF,"{'latitude': '32.72152638927262', 'longitude': '-97.46297582475617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1508,2019-01-09T18:00:00.000,BURGLARY VEHICLE,"{'latitude': '32.74982497273864', 'longitude': '-97.35216182341067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18
1509,2019-01-09T18:10:00.000,ASSAULT ELDERLY,"{'latitude': '32.66282139222546', 'longitude': '-97.35790772797282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1510,2019-01-09T18:28:00.000,AUTO THEFT,,20
1511,2019-01-09T18:30:00.000,PENAL CODE,"{'latitude': '32.74623121417752', 'longitude': '-97.31546589314785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13
1512,2019-01-09T18:30:00.000,THEFT TRAILER NONCOMMERCI,"{'latitude': '32.88240072717726', 'longitude': '-97.27254147837256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4
1513,2019-01-09T18:30:00.000,THEFT TRAILER NONCOMMERCI,"{'latitude': '32.88240072717726', 'longitude': '-97.27254147837256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4
1514,2019-01-09T18:30:00.000,MISSING VEHICLE,"{'latitude': '32.65411564734579', 'longitude': '-97.3542294111104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13
1515,2019-01-09T18:32:36.000,NARCOTIC VIOLATIONS,,13
1516,2019-01-09T18:42:25.000,THEFT,"{'latitude': '32.71233524591616', 'longitude': '-97.28403168426583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8
1517,2019-01-09T19:00:00.000,THEFT,"{'latitude': '32.848307660216406', 'longitude': '-97.41267020899589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1518,2019-01-09T19:01:00.000,THEFT,"{'latitude': '32.7312917249201', 'longitude': '-97.4141001236145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1519,2019-01-09T19:30:00.000,AUTO THEFT,"{'latitude': '32.668710090360996', 'longitude': '-97.24411808407399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1520,2019-01-09T19:31:09.000,AUTO THEFT,"{'latitude': '32.74071628222243', 'longitude': '-97.25457642371951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5
1521,2019-01-09T19:38:00.000,THEFT,"{'latitude': '32.729421296204315', 'longitude': '-97.45931633107878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1522,2019-01-09T19:45:00.000,PUBLIC INTOXICATION,"{'latitude': '32.729131182381956', 'longitude': '-97.4346091809219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18
1523,2019-01-09T19:59:00.000,NARCOTIC VIOLATIONS,"{'latitude': '32.730751215023', 'longitude': '-97.27621647326158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1524,2019-01-09T20:00:00.000,THEFT,"{'latitude': '32.671813556601116', 'longitude': '-97.31279353426001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1525,2019-01-09T20:00:00.000,MISSING VEHICLE,"{'latitude': '32.700946701977564', 'longitude': '-97.2253672507151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
1526,2019-01-09T20:00:00.000,THEFT,"{'latitude': '32.61595283357731', 'longitude': '-97.36571438206794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20
