ReportedDateTime,Location,ZIP,RoughX,RoughY,Arson,AssaultOffense,Burglary,CriminalDamage,Homicide,LockedVehicle,Robbery,SexOffense,Theft,VehicleTheft
2022-09-10 22:20:00,525 N WATER ST,53202,2559034.191032808274,384896.804920356721,0,0,0,0,0,1,0,0,0,0
2022-09-10 22:00:00,3427 W ST PAUL AV,53208,2546216.470735559706,383830.036441612989,0,0,0,1,0,0,0,0,0,0
2022-09-10 22:00:00,2871 N 89TH ST,53222,2528040.722696205135,396582.697457782924,0,0,0,0,0,0,0,0,0,1
2022-09-10 22:00:00,8936 W LYNX AV,53225,2527359.470419645775,418190.331663113087,0,1,0,0,0,0,0,0,0,0
2022-09-10 22:00:00,3503 W CHAMBERS ST,53210,2545686.663135277573,397883.033511430025,0,1,0,0,0,0,0,0,0,0
2022-09-10 21:51:00,502 W CONCORDIA AV,53212,2556434.984817245509,400148.684639900923,0,1,0,0,0,0,0,0,0,0
2022-09-10 21:00:00,5916 N 73RD ST,53218,2533340.144641683437,416561.598893415183,0,1,0,0,0,0,0,0,0,0
2022-09-10 20:37:10,1 S BREWERS WA,53208,2541309.315035948064,382865.022687084973,0,1,0,0,0,0,0,0,0,0
2022-09-10 20:30:00,8114 W HOLT AV,53219,2531310.857774318662,364526.103902924806,0,0,0,1,0,1,0,0,0,0
2022-09-10 20:30:00,6974 N 43RD ST,53209,2542919.873287331313,423924.450048923492,0,0,0,0,0,0,0,0,0,1
2022-09-10 20:30:00,2425 N OAKLAND AV,53211,2564374.956340909936,394190.396142277867,0,0,1,0,0,0,0,0,0,0
2022-09-10 20:00:00,5041 N 85TH ST,53225,2529526.580554484390,410688.752841573209,0,0,1,0,0,0,0,0,0,0
2022-09-10 20:00:00,5420 N 42ND ST,53209,2543400.389717096929,413433.551511336118,0,0,0,0,0,0,0,0,0,1
2022-09-10 19:30:00,5145 N 56TH ST,53218,2538711.395532525145,411506.928763810545,0,0,0,0,0,0,0,0,0,1
2022-09-10 19:30:00,317 N BROADWAY,53202,2559490.731163419783,383904.167632825673,0,0,0,1,0,0,0,0,0,0
2022-09-10 19:15:00,1300 W OLIVE ST,53209,2553663.016218245029,405509.847271379083,0,0,0,0,0,0,1,0,0,0
2022-09-10 19:10:00,4323 S GRIFFIN AV,53207,2560800.183593602851,359074.085660092533,0,1,0,0,0,0,0,0,0,0
2022-09-10 19:00:00,2327 W CLARKE ST,53206,2549869.183548972942,395308.948625754565,0,0,0,0,0,0,0,0,1,0
2022-09-10 18:57:00,1840 N 6TH ST,53212,2556294.550447589718,391281.702955648303,0,0,0,0,0,0,0,0,0,1
2022-09-10 18:50:00,3355 S 27TH ST,53215,2548148.303875732236,365039.294998817146,0,0,0,0,0,0,0,0,1,0
2022-09-10 18:40:00,10524 W HAMPTON AV,53225,2522170.716299510561,409070.139552883804,0,1,0,0,0,0,0,0,0,0
2022-09-10 18:30:00,1839 W BECHER ST,53215,2551855.339711539447,373606.358962442726,0,0,0,0,0,0,0,0,0,1
2022-09-10 18:30:00,4221 N 49TH ST,53216,2540963.866137311794,405273.700392119586,0,0,0,1,0,0,0,0,0,1
2022-09-10 18:00:00,1920 N 51ST ST,53208,2540511.484873782843,391317.679900217801,0,0,0,1,0,0,0,0,0,0
2022-09-10 17:36:00,900 W CONCORDIA AV,53206,2555002.367509579752,400132.794584054500,0,1,0,0,0,0,0,0,0,0
2022-09-10 17:30:00,1654 N ASTOR ST,53202,2561374.096317825839,390482.546039529145,0,0,0,1,0,1,0,0,0,0
2022-09-10 17:00:00,6929 N TEUTONIA AV,53209,2545722.218704266474,423458.463921599090,0,1,0,0,0,0,0,0,0,0
2022-09-10 17:00:00,3427 N 22ND ST,53206,2550398.123038893566,401074.440603196621,0,1,0,0,0,0,0,0,0,0
2022-09-10 16:39:00,704 W SOMERS ST,53205,2555667.811662368476,389568.653042964637,0,1,0,1,0,0,0,0,0,0
2022-09-10 16:00:00,1021 E HOLT AV,53207,2562906.335594034754,365147.672182217240,0,0,1,0,0,0,0,0,0,0
2022-09-10 16:00:00,505 E CAPITOL DR,53212,2559882.667465356179,404016.014063019305,0,0,0,0,0,0,0,0,0,1
2022-09-10 15:55:22,2340 N 51ST ST,53210,2540468.606301333755,393441.677856620401,0,1,0,0,0,0,0,0,0,0
2022-09-10 15:16:00,8940 N 96TH ST,53224,2524954.551368436310,436623.665956370533,0,0,0,1,0,0,0,0,0,0
2022-09-10 15:15:00,4720 W LLOYD ST,53208,2541676.144422342069,391857.533974554390,0,0,0,0,0,0,0,0,0,1
2022-09-10 15:00:00,1400 W COLLEGE AV,53221,2553957.993827812839,345916.980241019279,0,1,0,0,0,0,0,0,0,0
2022-09-10 14:40:00,3045 N MARTIN L KING JR DR,53212,2557336.486435792875,398337.470235101879,0,0,0,1,0,0,0,0,0,0
2022-09-10 14:30:00,2200 W HAMPTON AV,53209,2550261.493211100344,409313.618409410119,0,1,0,0,0,0,0,0,0,0
2022-09-10 14:00:00,1400 W ORCHARD ST,53204,2553730.553272546735,377174.661828905344,0,0,0,0,0,0,0,0,0,1
2022-09-10 14:00:00,924 E JUNEAU AV,53202,2561061.647990217432,388408.892492458224,0,0,0,0,0,0,0,0,0,1
2022-09-10 13:00:00,2616 S 67TH ST,53219,2536162.455060981680,369808.055604174733,0,1,0,0,0,0,0,0,0,0
2022-09-10 13:00:00,509 N 27TH ST,53208,2548523.081193409860,384378.137552533299,0,0,1,0,0,0,0,0,0,0
2022-09-10 12:00:00,6309 W BRADLEY RD,53223,2536420.393180579878,429845.572402387857,0,0,0,1,0,0,0,0,0,0
2022-09-10 11:31:43,4341 N 91ST ST,53222,2527132.911299172789,405685.640502963215,0,0,1,0,0,0,0,0,0,0
2022-09-10 11:17:54,5308 W MILL RD,53218,2539492.305658378638,419816.709634136409,0,1,0,0,0,0,0,0,0,0
2022-09-10 11:11:00,2323 W HOPKINS ST,53206,2550009.392596647143,399992.451381914318,0,1,0,0,0,0,0,0,0,0
2022-09-10 11:00:00,7450 W GLENBROOK RD,53223,2532757.080480130389,439233.999202255160,0,0,0,0,0,0,0,0,0,1
2022-09-10 10:00:00,2706 W STATE ST,53208,2548503.244901147671,386971.192069835961,0,1,0,0,0,0,0,0,0,0
2022-09-10 09:30:00,5630 N 67TH ST,53218,2535357.601927659940,414655.968120072037,0,1,0,0,0,0,0,0,0,0
2022-09-10 09:00:00,3715 N 41ST ST,53216,2543702.180860477500,401829.258282188326,0,1,0,0,0,0,0,0,0,0
2022-09-10 09:00:00,6609 W HOPE AV,53216,2535594.632019814104,405017.142486285418,0,0,0,1,0,0,0,0,0,0
2022-09-10 09:00:00,502 W CONCORDIA AV,53212,2556434.984817245509,400148.684639900923,0,1,0,0,0,0,0,0,0,0
2022-09-10 08:32:16,6975 W GLENBROOK RD,53223,2534058.369396418333,439020.244354531169,0,0,0,1,0,0,0,0,0,0
2022-09-10 08:17:00,5275 N 63RD ST,53218,2536747.028247782495,412386.017244800925,0,0,0,0,0,0,0,0,0,1
2022-09-10 08:00:00,2955 N 46TH ST,53210,2542085.495631346013,397599.202652905136,0,0,1,0,0,0,0,0,0,0
2022-09-10 08:00:00,4024 N 15TH ST,53209,2553034.017041716259,404164.074149612337,0,0,1,0,0,0,0,0,0,0
2022-09-10 07:52:00,4622 S 20TH ST,53221,2551701.599113701377,357058.055442295969,0,0,0,0,0,0,1,0,0,0
2022-09-10 07:23:00,401 E CAPITOL DR,53212,2558989.895132627338,403560.189298365265,0,0,0,0,0,0,1,0,0,0
2022-09-10 07:10:00,4879 N 39TH ST,53209,2544237.493994969875,409903.494596488774,0,1,0,0,0,0,0,0,0,0
2022-09-10 07:10:00,4879 N 39TH ST,53209,2544237.493994969875,409903.494596488774,0,1,0,0,0,0,0,0,0,0
2022-09-10 06:30:00,2903 S 34TH ST,53215,2546518.387222964317,368296.012643024325,0,0,0,0,0,0,0,0,0,1
2022-09-10 06:00:00,4026 W ORCHARD ST,53215,2544404.608050269075,376921.578483752906,0,0,0,1,0,0,0,0,0,0
2022-09-10 04:00:00,3424 W WELLS ST,53208,2546070.703634759877,385836.916639000177,0,0,1,0,0,0,0,0,0,0
2022-09-10 03:21:00,1640 S 23RD ST,53204,2550323.563034502324,376068.941074538976,0,1,0,0,0,0,0,0,0,0
2022-09-10 03:15:00,2076 S MUSKEGO AV,53204,2550405.210065320134,373778.847707420588,0,1,0,0,0,0,0,0,0,0
2022-09-10 03:10:00,2450 S 9TH ST,53215,2555740.847707699519,371443.939506258816,0,1,0,0,0,0,0,0,0,0
2022-09-10 02:50:30,2903 N 60TH ST,53210,2537621.577167018317,397073.044629245996,0,1,0,0,0,0,0,0,0,0
2022-09-10 02:30:00,1331 W NATIONAL AV,53204,2553844.383151607122,379786.956437077373,0,1,0,0,0,0,0,0,0,0
2022-09-10 02:30:00,3877 N 4TH ST,53212,2556996.496673661750,403356.718544825912,0,0,0,0,0,0,1,0,0,0
2022-09-10 02:21:00,2045 S 15TH PL,53204,2553062.217675074469,373992.357447035611,0,1,0,0,0,0,0,0,0,0
2022-09-10 02:15:00,300 W JUNEAU AV,53203,2557334.124569269828,388084.046064324677,0,1,0,0,0,0,0,0,0,0
2022-09-10 02:00:00,4014 W GLENDALE AV,53209,2543996.083527034614,407828.110535539687,0,1,0,1,0,0,0,0,0,0
2022-09-10 01:30:00,1045 N VEL R PHILLIPS AV,53203,2557078.683327338658,387298.079748600721,0,0,0,0,0,0,0,0,0,1
2022-09-10 01:23:00,1544 W GROELING AV,53206,2552630.788544199895,397579.940349239856,0,1,0,0,0,0,0,0,0,0
2022-09-10 01:20:00,2116 W LAYTON AV,53221,2551149.233504853677,356443.399140413851,0,0,0,0,0,0,1,0,0,0
2022-09-10 01:16:00,503 N PLANKINTON AV,53203,2558262.957780933939,384563.746171724051,0,0,0,0,0,0,0,0,0,1
2022-09-10 01:00:00,3111 W WALNUT ST,53208,2546999.683693120256,390427.889860704541,0,1,0,0,0,0,0,0,0,0
2022-09-10 01:00:00,1900 S 13TH ST,53204,2554191.327155908104,375046.890543062240,0,1,0,0,0,0,0,0,0,0
2022-09-10 01:00:00,414 W NATIONAL AV,53204,2557280.605388061609,379886.118638396263,0,0,0,0,0,1,0,0,0,0
2022-09-10 01:00:00,7908 W GRANTOSA DR,53218,2531399.881757598370,410600.688747879118,0,1,0,0,0,0,0,0,0,0
2022-09-10 00:00:00,600 W MEINECKE AV,53212,2556210.729461636860,394042.123063959181,0,1,0,0,0,0,0,0,0,0
2022-09-10 00:00:00,2218 N WEIL ST,53212,2561410.374600136653,393214.729407314211,0,0,0,0,0,0,0,0,0,1
2022-09-10 00:00:00,3108 W KINNICKINNIC RIVER PK,53215,2547566.065317930654,367851.765892136842,0,0,0,0,0,0,0,0,1,0
2022-09-10 00:00:00,5301 N TEUTONIA AV,53209,2547329.646909516305,412682.408974617720,0,0,0,0,0,0,0,0,1,0
2022-09-10 00:00:00,2866 N PALMER ST,53212,2558553.362376383971,397264.920802164823,0,0,0,0,0,0,0,0,1,0
2022-09-09 23:15:00,1020 N BROADWAY,53202,2559101.695182146039,387552.230410385877,0,0,0,0,0,1,0,0,0,0
2022-09-09 23:15:00,2422 W NATIONAL AV,53204,2549689.652110373601,379396.628550354391,0,1,0,0,0,0,0,0,0,0
2022-09-09 23:00:00,540 W RING ST,53212,2556215.849622700829,399686.831454332918,0,1,0,0,0,0,1,0,0,0
2022-09-09 23:00:00,9000 W SILVER SPRING DR,53225,2527339.346569400281,414267.413637306541,0,0,0,0,0,0,0,0,0,1
2022-09-09 22:30:00,1917 N 18TH ST,53205,2551725.062444676645,391270.006639908999,0,1,0,0,0,0,0,0,0,0
2022-09-09 22:30:00,5435 N 92ND ST,53225,2526732.858087435365,413078.402531292289,0,1,0,0,0,0,0,0,0,0
2022-09-09 22:00:00,6725 W BURLEIGH ST,53210,2535185.129434803501,398356.239402331412,0,0,0,0,0,0,0,0,0,1
2022-09-09 22:00:00,3128 N 54TH ST,53216,2539460.269599649124,398691.628006208688,0,0,0,1,0,1,0,0,0,0
2022-09-09 22:00:00,2808 N 38TH ST,53210,2544823.077708084136,396633.042762465775,0,0,0,0,0,0,0,0,0,1
2022-09-09 22:00:00,3502 S 17TH ST,53221,2552611.521674436051,364415.479041930288,0,0,0,0,0,0,0,0,0,1
2022-09-09 21:41:00,4378 N 66TH ST,53216,2535642.279927203432,406207.314842384309,0,1,0,0,0,0,1,0,0,0
2022-09-09 21:40:00,1325 N MARSHALL ST,53202,2561057.709950239863,388740.051462851465,0,0,0,0,0,1,0,0,0,0
2022-09-09 21:30:00,925 E HAMILTON ST,53202,2561227.386697769165,391361.292044021189,0,0,0,0,0,1,0,0,0,1
2022-09-09 21:30:00,8626 W APPLETON AV,53225,2528662.114476199262,410185.710125345737,0,0,0,0,0,0,0,0,0,1
2022-09-09 21:16:00,5401 N 107TH ST,53225,2521773.779206348583,412794.608164131641,0,0,0,0,0,0,0,0,1,0
2022-09-09 21:00:00,9129 W LISBON AV,53222,2527110.353815639392,401556.617841731757,0,0,0,0,0,0,0,0,0,1
2022-09-09 21:00:00,1630 N ASTOR ST,53202,2561377.275789688341,390219.360844332725,0,0,0,0,0,1,0,0,0,0
2022-09-09 20:35:00,2636 N 54TH ST,53210,2539495.598783592694,395406.044241067022,0,1,0,1,0,0,0,0,0,0
2022-09-09 20:30:00,6764 N 77TH ST,53223,2532045.091879115440,422229.775598887354,0,0,0,0,0,1,0,0,0,0
2022-09-09 20:00:00,2420 N BOOTH ST,53212,2560077.186923617497,394307.658660188317,0,0,0,0,0,0,0,0,0,1
2022-09-09 20:00:00,3150 S 19TH ST,53215,2551887.389378738590,366626.740120884031,0,0,0,0,0,0,0,0,0,1
2022-09-09 20:00:00,1544 S 25TH ST,53204,2549572.069569432642,376691.290495879948,0,0,0,0,0,1,0,0,0,0
2022-09-09 19:40:00,2634 N 50TH ST,53210,2540777.281521174125,395408.267644029111,0,1,0,0,0,0,0,0,0,0
2022-09-09 19:30:00,234 W FLORIDA ST,53204,2557822.426358905621,381411.094956316054,0,0,0,0,0,0,0,0,0,1
2022-09-09 19:00:00,9529 W BECKETT AV,53225,2525606.036166336853,413777.594740372151,0,0,0,0,0,1,0,0,0,0
2022-09-09 19:00:00,1322 N 24TH ST,53205,2549869.209044160321,388692.277997236699,0,0,0,0,0,0,0,0,0,1
2022-09-09 19:00:00,11958 W MILL RD,53224,2517714.070229325444,420679.278139892966,0,0,0,0,0,1,0,0,0,0
2022-09-09 18:00:00,7480 N 86TH ST,53224,2528669.248169192579,426720.341779876500,0,1,0,0,0,0,0,0,1,0
2022-09-09 18:00:00,2839 N 57TH ST,53210,2538607.073569832370,396740.642968986183,0,0,0,0,0,0,0,0,0,1
2022-09-09 18:00:00,2500 N 39TH ST,53210,2544603.352862200234,394534.315935879946,0,1,0,0,0,0,0,0,0,0
2022-09-09 17:33:00,4442 N 77TH ST,53218,2531913.436648732983,406616.344698503613,0,1,0,0,0,0,0,0,0,0
2022-09-09 17:30:00,7000 W FLORIST AV,53218,2534316.280881575309,417082.738540466875,0,0,0,1,0,0,0,0,0,0
2022-09-09 17:25:00,3801 N 39TH ST,53216,2544263.390730272979,402434.243665605783,0,1,0,0,0,0,1,0,0,0
2022-09-09 17:22:00,4257 N 42ND PL,53216,2543238.697202377021,405521.050029221922,0,1,0,0,0,0,0,0,0,0
2022-09-09 17:15:00,7821 W BURLEIGH ST,53222,2531505.068337831646,398238.835950601846,0,0,1,0,0,0,0,0,0,0
2022-09-09 17:10:00,1917 W MEINECKE AV,53206,2551285.695216905791,393985.469026446342,0,1,0,0,0,0,0,0,0,0
2022-09-09 17:00:00,2233 S 15TH PL,53215,2553054.480664744042,372751.198184948415,0,0,1,0,0,0,0,0,0,0
2022-09-09 17:00:00,1681 N VAN BUREN ST,53202,2560240.850594582036,390807.739846576005,0,0,0,0,0,0,0,0,0,1
2022-09-09 17:00:00,222 S 3RD ST,53204,2557755.514024088159,381911.700701668859,0,0,1,0,0,0,0,0,0,0
2022-09-09 17:00:00,4731 N 48TH ST,53218,2541253.440340054687,408694.103514093906,0,0,0,0,0,0,0,0,0,1
2022-09-09 16:30:00,1610 N JACKSON ST,53202,2560033.329328804743,390069.151425857097,0,0,0,0,0,0,0,0,0,1
2022-09-09 16:00:00,2806 E LOCUST ST,53211,2567667.025588353630,397559.647310152650,0,0,0,0,0,0,0,0,0,1
2022-09-09 15:00:00,333 W KILBOURN AV,53203,2557303.239127645735,386543.579702019691,0,0,0,1,0,1,0,0,0,0
2022-09-09 14:50:00,2800 W MELVINA ST,53216,2548014.024335117545,403092.058892410249,0,1,0,0,0,0,0,0,0,0
2022-09-09 14:40:00,1610 W NORTH AV,53205,2552403.724511852488,393336.400691896677,0,1,0,0,0,0,0,0,0,0
2022-09-09 14:25:00,2620 W CAPITOL DR,53206,2548485.214191611391,403939.651019681245,0,1,0,0,0,0,0,0,0,0
2022-09-09 14:00:00,8372 N STEVEN RD,53223,2533623.308237787802,433015.461442705244,0,0,0,0,0,0,0,0,1,0
2022-09-09 13:58:51,2050 S 13TH ST,53204,2554119.276391599793,373965.114336743951,0,0,0,0,0,0,0,0,1,0
2022-09-09 13:49:00,10500 W FOUNTAIN AV,53224,2522966.475467313081,427363.022309102118,0,1,0,0,0,0,0,0,0,0
2022-09-09 13:30:00,2200 W KILBOURN AV,53233,2550474.562805086374,387012.695079147816,0,0,1,0,0,0,0,0,0,0
2022-09-09 12:53:01,227 W PLEASANT ST,53212,2557454.255752377678,390339.231017414480,0,1,0,0,0,0,0,0,0,0
2022-09-09 12:45:00,4516 N 44TH ST,53218,2542640.785441190936,407287.346327085048,0,1,0,0,0,0,0,0,0,0
2022-09-09 12:30:00,3827 W GOOD HOPE RD,53209,2544316.230812675320,425257.575950965285,0,1,0,0,0,0,0,0,0,0
2022-09-09 12:00:00,9739 W BEATRICE ST,53224,2524857.481989764143,436065.336443405598,0,1,0,0,0,0,0,0,0,0
2022-09-09 12:00:00,455 E OGDEN AV,53202,2559509.917969281785,389037.849501758814,0,0,0,0,0,0,0,0,0,1
2022-09-09 12:00:00,1139 N 18TH ST,53233,2551531.917053143494,387986.669218271971,0,0,1,0,0,0,0,0,0,0
2022-09-09 11:23:00,103 N 75TH ST,53213,2533127.357454733923,382305.244971558452,1,0,0,0,0,0,0,0,0,0
2022-09-09 11:17:00,1213 N 10TH ST,53205,2554815.552884008735,388123.440655272454,0,0,0,1,0,0,0,0,0,0
2022-09-09 10:30:00,5170 N 53RD ST,53218,2539690.805850571021,411731.850611831993,0,1,0,0,0,0,0,0,0,1
2022-09-09 10:14:00,5757 N 92ND ST,53225,2526708.990741605405,415265.633256338537,0,0,0,0,0,0,0,0,1,0
2022-09-09 10:00:00,3500 W PIERCE ST,53215,2545947.790236615576,379768.191724948585,0,0,0,0,0,0,0,0,1,0
2022-09-09 10:00:00,3001 W SILVER SPRING DR,53209,2547124.339805388357,414655.914817273617,0,1,0,1,0,0,0,0,0,0
2022-09-09 09:30:00,1040 N 29TH ST,53208,2547830.890562961809,387154.108492173254,0,0,0,1,0,0,0,0,0,0
2022-09-09 09:15:00,5679 N 95TH ST,53225,2525600.709106563590,414884.233614888042,0,1,0,0,0,0,0,0,0,0
2022-09-09 09:00:00,5101 W CLEVELAND AV,53219,2540870.765545819886,369429.451972655952,0,1,0,0,0,0,0,0,0,0
2022-09-09 09:00:00,8434 W SILVER SPRING DR,53225,2529474.807743037120,414333.880759581923,0,0,0,0,0,0,0,0,1,0
2022-09-09 09:00:00,202 N JACKSON ST,53202,2560542.159347500652,383709.782058179379,0,0,0,1,0,0,0,0,0,0
2022-09-09 08:47:00,4921 N 104TH ST,53225,2522820.890793487430,409685.139109365642,0,1,0,0,0,0,0,0,0,0
2022-09-09 08:45:00,310 W WISCONSIN AV,53203,2557437.141535430215,385555.786663245410,0,0,0,0,0,0,0,0,0,1
2022-09-09 08:45:00,747 N MARTIN L KING JR DR,53203,2557505.921306310687,385801.170884273946,0,0,0,0,0,1,0,0,0,0
2022-09-09 08:00:00,178 N JACKSON ST,53202,2560587.262381532229,383310.947850909084,0,0,0,1,0,0,0,0,0,0
2022-09-09 07:44:00,328 N VAN BUREN ST,53202,2560823.324637616985,384249.125470697880,0,0,0,1,0,0,0,0,0,0
2022-09-09 06:45:00,2305 N LAKE DR,53211,2566447.366801560856,393589.835942067206,0,0,0,0,0,0,0,0,0,1
2022-09-09 06:40:00,6028 W FOND DU LAC AV,53218,2537510.891933685634,406901.278708878905,0,0,0,1,0,0,0,0,0,0
2022-09-09 06:30:00,3161 S 43RD ST,53219,2543705.240194749087,366328.526059232652,0,0,0,0,0,0,0,0,1,0
2022-09-09 04:00:00,1410 N 6TH PL,53205,2555667.811662368476,389568.653042964637,0,0,0,0,0,0,0,0,0,1
2022-09-09 03:00:00,1941 S 19TH ST,53204,2551853.460288205184,374677.138041481376,0,0,0,0,0,0,0,0,0,1
2022-09-09 02:45:00,2334 W NATIONAL AV,53204,2549880.398519710638,379519.502523418516,1,0,0,0,0,0,0,0,0,0
2022-09-09 02:30:00,6205 W BLUE MOUND RD,53213,2537254.126690614969,384166.647978313267,0,0,0,0,0,0,0,0,1,0
2022-09-09 02:17:00,3230 S DELAWARE AV,53207,2568006.898045533802,366575.991663645953,0,0,0,1,0,0,0,0,0,0
2022-09-09 02:12:35,1122 N EDISON ST,53202,2558040.403482057154,387778.860544435680,0,0,0,0,0,1,0,0,0,0
2022-09-09 01:59:00,1113 N CASS ST,53202,2560761.800536176190,387896.807888474315,0,0,0,0,0,1,0,0,0,0
2022-09-09 01:41:49,4906 N 38TH ST,53209,2544757.703458485194,409913.262368056923,0,1,0,0,0,0,0,0,0,0
2022-09-09 01:30:00,2046 N 30TH ST,53208,2547599.969252263661,392130.038837563246,0,0,0,0,0,1,0,0,0,0
2022-09-09 01:15:00,633 W WISCONSIN AV,53233,2555954.950618125498,385293.499003671110,0,0,1,0,0,0,0,0,0,0
2022-09-09 01:00:00,4006 N 41ST ST,53216,2543787.926638502628,403961.341457940638,0,1,0,0,0,0,0,0,0,0
2022-09-09 01:00:00,1213 N WATER ST,53202,2558229.632173955441,388113.333160471171,0,0,0,0,0,0,0,0,1,0
2022-09-09 01:00:00,5301 N TEUTONIA AV,53209,2547329.646909516305,412682.408974617720,0,0,0,0,0,0,0,0,1,0
2022-09-09 00:30:00,250 E HIGHLAND AV,53202,2558730.686622295529,387765.411375246942,0,0,0,0,0,1,0,0,0,0
2022-09-09 00:01:00,2603 N HOLTON ST,53212,2559607.538106078748,395420.124794121832,0,1,0,0,0,0,0,0,0,0
2022-09-09 00:00:00,2603 N HOLTON ST,53212,2559607.538106078748,395420.124794121832,0,0,0,0,0,0,0,0,0,1
2022-09-08 23:30:00,5902 N 61ST ST,53218,2537396.166970445774,416433.311004549265,0,1,0,0,0,0,0,0,0,0
2022-09-08 22:50:00,2904 W WISCONSIN AV,53208,2547835.319836595096,385439.260394513607,0,1,0,0,0,0,0,0,0,0
2022-09-08 22:50:00,824 W HAYES AV,53215,2555803.919348969590,371844.628891319036,0,1,0,0,0,0,0,0,0,0
2022-09-08 22:40:00,2526 N BOOTH ST,53212,2560064.486004158389,395035.736174207181,0,0,0,1,0,0,0,0,0,0
2022-09-08 22:30:00,2460 N 28TH ST,53210,2548153.844508045353,394445.640174802393,0,0,0,1,0,0,0,0,0,0
2022-09-08 22:30:00,231 E FLORIDA ST,53204,2559031.088477790821,381384.909260686487,0,0,0,0,0,0,0,0,0,1
2022-09-08 22:30:00,5628 W WASHINGTON BL,53208,2538765.428222585469,390409.569721896201,0,0,1,0,0,0,0,0,0,0
2022-09-08 22:00:00,3163 S 24TH ST,53215,2549947.656951132696,366524.903905883431,0,0,0,0,0,0,0,0,0,1
2022-09-08 21:53:00,3000 W LISBON AV,53208,2547515.983715813607,390847.461282536387,0,0,0,0,0,0,0,0,0,1
2022-09-08 21:50:00,3203 N 53RD ST,53216,2539653.506803416181,399100.100827641785,0,0,0,0,0,0,0,0,0,1
2022-09-08 21:30:00,3522 W WISCONSIN AV,53208,2545867.681451618671,385272.003282014281,0,0,0,0,0,0,0,0,1,0
2022-09-08 21:30:00,2128 N HOLTON ST,53212,2559799.686507042032,392782.725186690688,0,0,0,1,0,0,0,0,0,0
2022-09-08 21:00:00,3330 N 28TH ST,53216,2548078.665295580868,400313.384294189513,0,1,0,0,0,0,0,0,0,0
2022-09-08 21:00:00,5721 N 94TH ST,53225,2526069.252995681483,415094.594908632338,0,0,0,1,0,0,0,0,0,0
2022-09-08 20:55:18,4425 W NORTH AV,53208,2542478.117851749063,393069.816875364631,0,1,0,0,0,0,0,0,0,0
2022-09-08 19:00:00,3324 N 27TH ST,53216,2548412.194806552026,400275.409657109529,0,0,0,0,0,0,0,0,1,0
2022-09-08 19:00:00,2075 N CAMBRIDGE AV,53202,2563364.077201597393,393043.212123900652,0,0,0,1,0,0,0,0,0,0
2022-09-08 19:00:00,8019 W KEEFE AV,53222,2530767.430086790118,400872.706916868687,0,0,0,0,0,1,0,0,0,0
2022-09-08 18:45:00,631 N JEFFERSON ST,53202,2560017.710301401559,385344.114504512399,0,0,0,0,0,0,0,0,0,1
2022-09-08 18:30:00,3029 S WENTWORTH AV,53207,2567817.332032386214,367813.825034268200,0,0,1,0,0,0,0,0,0,0
2022-09-08 18:30:00,"",53154,2554642.405067679472,345928.945080440491,0,0,0,0,0,0,0,1,0,0
2022-09-08 18:05:00,150 E OREGON ST,53204,2558709.366650256328,381802.501305393875,0,0,0,1,0,0,0,0,0,0
2022-09-08 18:00:00,4626 S 20TH ST,53221,2551701.599113701377,357058.055442295969,0,0,0,1,0,0,0,0,0,0
2022-09-08 18:00:00,2039 S 6TH ST,53204,2556689.483256153297,374114.584665339440,0,0,0,0,0,1,0,0,0,0
2022-09-08 18:00:00,2039 S 6TH ST,53204,2556689.483256153297,374114.584665339440,0,0,0,0,0,1,0,0,0,0
2022-09-08 18:00:00,5510 N 12TH ST,53209,2553914.673450337723,414208.298895269632,0,0,0,0,0,0,0,0,1,0
2022-09-08 17:00:00,5739 W SILVER SPRING DR,53218,2537943.626964197028,414104.915099695325,0,1,0,0,0,0,0,0,0,0
2022-09-08 17:00:00,2434 S 9TH ST,53215,2555739.473234337755,371563.926509488374,0,1,0,0,0,0,0,0,0,0
2022-09-08 16:40:00,2200 W KILBOURN AV,53233,2550474.562805086374,387012.695079147816,0,1,0,0,0,0,0,0,0,0
2022-09-08 16:30:00,625 E KILBOURN AV,53202,2560248.365789091680,387043.868252702057,0,0,0,0,0,0,0,0,0,1
2022-09-08 16:30:00,4549 N 76TH ST,53218,2532259.685272347648,407321.629355512559,0,0,0,0,0,0,0,0,0,1
2022-09-08 16:20:00,808 W ATKINSON AV,53206,2555210.138556692749,401678.812727794051,0,0,0,0,0,0,1,0,0,0
2022-09-08 16:00:00,3752 N 63RD ST,53216,2536703.382146943361,402145.957473777235,0,1,0,0,0,0,0,0,0,0
2022-09-08 16:00:00,4744 N 49TH ST,53218,2540939.834734139964,408785.531774017960,0,1,0,0,0,0,0,0,0,0
2022-09-08 16:00:00,333 W KILBOURN AV,53203,2557303.239127645735,386543.579702019691,0,0,0,0,0,1,0,0,0,0
2022-09-08 16:00:00,6106 W FAIRVIEW AV,53213,2537639.127301426604,382391.358537215739,0,1,0,0,0,0,0,0,0,0
2022-09-08 16:00:00,6521 W VILLARD AV,53218,2535841.439389177598,411773.173516016454,0,0,0,0,0,0,0,0,1,0
2022-09-08 16:00:00,1927 N VEL R PHILLIPS AV,53212,2556821.176947014406,392005.728401195258,0,0,0,0,0,0,0,0,1,0
2022-09-08 15:00:00,4600 N 24TH ST,53209,2549685.193859417923,407954.510299671441,0,0,0,0,0,0,0,0,1,0
